"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Canada","CAN","2017","6.920","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Canada","CAN","2014","5.190","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Central African Republic","CAF","2017","14.080","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Chad","TCD","2017","9.660","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Chad","TCD","2014","18.510","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Chile","CHL","2017","13.330","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Chile","CHL","2014","4.730","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","China","CHN","2017","12.670","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","China","CHN","2014","17.400","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Colombia","COL","2017","12.790","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Colombia","COL","2014","10.020","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Congo, Dem. Rep.","COD","2017","15.850","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Congo, Dem. Rep.","COD","2014","23.530","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Congo, Rep.","COG","2017","18.560","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Congo, Rep.","COG","2014","18.920","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Costa Rica","CRI","2017","14.110","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Costa Rica","CRI","2014","9.470","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Cote d'Ivoire","CIV","2017","18.260","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Cote d'Ivoire","CIV","2014","19.280","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Croatia","HRV","2017","7.620","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Croatia","HRV","2014","7.550","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Cyprus","CYP","2017","6.000","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Cyprus","CYP","2014","2.730","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Czechia","CZE","2017","13.690","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Czechia","CZE","2014","2.960","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Denmark","DNK","2017","7.060","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Denmark","DNK","2014","1.900","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Dominican Republic","DOM","2017","16.510","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Dominican Republic","DOM","2014","16.190","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ecuador","ECU","2017","9.880","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ecuador","ECU","2014","8.420","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Egypt, Arab Rep.","EGY","2017","2.090","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Egypt, Arab Rep.","EGY","2014","1.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","El Salvador","SLV","2017","10.600","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","El Salvador","SLV","2014","12.340","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Estonia","EST","2017","16.640","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Estonia","EST","2014","7.570","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ethiopia","ETH","2017","23.870","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ethiopia","ETH","2014","10.280","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Finland","FIN","2017","3.480","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Finland","FIN","2014","3.620","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","France","FRA","2017","5.410","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","France","FRA","2014","4.450","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Gabon","GAB","2017","16.800","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Gabon","GAB","2014","18.790","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Gambia, The","GMB","2017","18.140","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Georgia","GEO","2017","0.300","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Georgia","GEO","2014","2.610","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Germany","DEU","2017","4.390","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Germany","DEU","2014","4.810","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ghana","GHA","2017","18.320","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ghana","GHA","2014","21.600","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Greece","GRC","2017","2.150","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Greece","GRC","2014","1.120","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Guatemala","GTM","2017","16.720","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Guatemala","GTM","2014","13.900","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Guinea","GIN","2017","17.310","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Guinea","GIN","2014","16.740","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Haiti","HTI","2017","12.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Haiti","HTI","2014","15.120","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Honduras","HND","2017","9.860","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Honduras","HND","2014","7.310","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Hong Kong SAR, China","HKG","2017","4.970","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Hong Kong SAR, China","HKG","2014","6.530","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Hungary","HUN","2017","6.500","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Hungary","HUN","2014","1.580","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","India","IND","2017","7.330","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","India","IND","2014","3.580","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Indonesia","IDN","2017","15.910","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Indonesia","IDN","2014","19.200","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Iran, Islamic Rep.","IRN","2017","13.370","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Iran, Islamic Rep.","IRN","2014","6.580","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Iraq","IRQ","2017","5.740","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Iraq","IRQ","2014","6.840","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ireland","IRL","2017","14.000","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ireland","IRL","2014","6.330","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Israel","ISR","2017","19.390","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Israel","ISR","2014","9.060","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Italy","ITA","2017","1.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Italy","ITA","2014","1.620","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Jamaica","JAM","2014","21.190","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Japan","JPN","2017","9.790","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Japan","JPN","2014","3.560","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Jordan","JOR","2017","3.870","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Jordan","JOR","2014","1.120","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kazakhstan","KAZ","2017","8.720","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kazakhstan","KAZ","2014","2.020","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kenya","KEN","2017","31.420","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kenya","KEN","2014","32.020","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Korea, Rep.","KOR","2017","32.570","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Korea, Rep.","KOR","2014","24.470","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kosovo","XKX","2017","8.130","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kosovo","XKX","2014","4.300","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kuwait","KWT","2017","4.760","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kuwait","KWT","2014","14.940","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kyrgyz Republic","KGZ","2017","6.870","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Kyrgyz Republic","KGZ","2014","6.910","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Lao PDR","LAO","2017","12.570","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Latvia","LVA","2017","5.570","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Latvia","LVA","2014","1.840","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Lebanon","LBN","2017","5.400","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Lebanon","LBN","2014","4.640","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Lesotho","LSO","2017","4.640","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Liberia","LBR","2017","33.940","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Libya","LBY","2017","16.880","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Lithuania","LTU","2017","12.760","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Lithuania","LTU","2014","3.080","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Luxembourg","LUX","2017","5.460","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Luxembourg","LUX","2014","7.930","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Madagascar","MDG","2017","22.790","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Madagascar","MDG","2014","9.610","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Malawi","MWI","2017","14.840","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Malawi","MWI","2014","17.690","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Malaysia","MYS","2017","13.230","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Malaysia","MYS","2014","13.820","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Maldives","MDV","2017","13.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mali","MLI","2017","18.650","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mali","MLI","2014","10.950","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Malta","MLT","2017","4.530","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Malta","MLT","2014","3.120","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mauritania","MRT","2017","15.280","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mauritania","MRT","2014","9.900","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mauritius","MUS","2017","6.480","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mauritius","MUS","2014","2.860","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mexico","MEX","2017","8.410","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mexico","MEX","2014","10.950","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Moldova","MDA","2017","9.550","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Moldova","MDA","2014","7.870","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mongolia","MNG","2017","8.540","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mongolia","MNG","2014","8.430","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Montenegro","MNE","2017","6.340","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Montenegro","MNE","2014","1.530","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Morocco","MAR","2017","1.310","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Mozambique","MOZ","2017","9.010","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Myanmar","MMR","2017","15.000","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Myanmar","MMR","2014","17.920","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Namibia","NAM","2017","21.880","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Namibia","NAM","2014","12.820","female"
