"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Latin America & Caribbean (excluding high income)","LAC","2014","4.570","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Low & middle income","LMY","2017","5.980","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Low & middle income","LMY","2014","6.520","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Low income","LIC","2017","10.270","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Low income","LIC","2014","10.520","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lower middle income","LMC","2017","7.170","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lower middle income","LMC","2014","7.200","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Middle East & North Africa","MEA","2017","4.190","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Middle East & North Africa (excluding high income)","MNA","2017","4.230","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Middle income","MIC","2017","5.720","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Middle income","MIC","2014","6.270","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","North America","NAC","2017","2.700","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","North America","NAC","2014","1.390","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","OECD members","OED","2017","2.100","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","OECD members","OED","2014","1.490","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","South Asia","SAS","2017","5.340","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","South Asia","SAS","2014","5.150","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Sub-Saharan Africa","SSF","2017","10.830","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Sub-Saharan Africa","SSF","2014","12.120","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Sub-Saharan Africa (excluding high income)","SSA","2017","10.830","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Sub-Saharan Africa (excluding high income)","SSA","2014","12.120","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Upper middle income","UMC","2017","4.080","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Upper middle income","UMC","2014","5.340","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","World","WLD","2017","5.270","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","World","WLD","2014","5.570","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Afghanistan","AFG","2017","1.370","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Afghanistan","AFG","2014","4.160","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Albania","ALB","2017","4.080","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Albania","ALB","2014","3.020","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Algeria","DZA","2017","2.420","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Algeria","DZA","2014","2.280","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Angola","AGO","2014","2.650","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Argentina","ARG","2017","2.860","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Argentina","ARG","2014","1.520","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Armenia","ARM","2017","12.430","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Armenia","ARM","2014","7.650","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Australia","AUS","2017","1.440","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Australia","AUS","2014","1.470","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Austria","AUT","2017","5.820","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Austria","AUT","2014","1.630","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Azerbaijan","AZE","2017","3.010","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Azerbaijan","AZE","2014","3.240","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bahrain","BHR","2017","2.900","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bahrain","BHR","2014","6.740","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bangladesh","BGD","2017","4.530","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bangladesh","BGD","2014","1.860","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Belarus","BLR","2017","1.750","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Belarus","BLR","2014","0.340","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Belgium","BEL","2017","1.010","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Belgium","BEL","2014","2.560","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Belize","BLZ","2014","5.150","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Benin","BEN","2017","13.290","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Benin","BEN","2014","14.070","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bhutan","BTN","2014","1.840","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bolivia","BOL","2017","12.140","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bolivia","BOL","2014","10.260","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bosnia and Herzegovina","BIH","2017","3.150","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bosnia and Herzegovina","BIH","2014","1.950","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Botswana","BWA","2017","2.860","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Botswana","BWA","2014","6.960","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Brazil","BRA","2017","2.560","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Brazil","BRA","2014","2.320","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bulgaria","BGR","2017","1.840","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Bulgaria","BGR","2014","1.130","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Burkina Faso","BFA","2017","12.610","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Burkina Faso","BFA","2014","8.410","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Burundi","BDI","2014","7.030","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cambodia","KHM","2017","15.330","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cambodia","KHM","2014","14.540","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cameroon","CMR","2017","11.240","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cameroon","CMR","2014","8.840","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Canada","CAN","2017","1.710","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Canada","CAN","2014","1.850","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Central African Republic","CAF","2017","9.750","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Chad","TCD","2017","10.120","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Chad","TCD","2014","8.850","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Chile","CHL","2017","2.260","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Chile","CHL","2014","1.870","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","China","CHN","2017","3.900","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","China","CHN","2014","6.140","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Colombia","COL","2017","9.880","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Colombia","COL","2014","5.970","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Congo, Dem. Rep.","COD","2017","4.420","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Congo, Dem. Rep.","COD","2014","11.740","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Congo, Rep.","COG","2017","6.950","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Congo, Rep.","COG","2014","10.820","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Costa Rica","CRI","2017","5.150","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Costa Rica","CRI","2014","4.320","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cote d'Ivoire","CIV","2017","5.070","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cote d'Ivoire","CIV","2014","9.170","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Croatia","HRV","2017","3.100","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Croatia","HRV","2014","2.930","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cyprus","CYP","2017","1.460","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Cyprus","CYP","2014","0.770","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Czechia","CZE","2017","0.890","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Czechia","CZE","2014","1.150","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Denmark","DNK","2017","1.020","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Denmark","DNK","2014","1.280","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Dominican Republic","DOM","2017","11.060","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Dominican Republic","DOM","2014","11.340","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ecuador","ECU","2017","4.130","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ecuador","ECU","2014","5.070","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Egypt, Arab Rep.","EGY","2017","1.580","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Egypt, Arab Rep.","EGY","2014","1.180","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","El Salvador","SLV","2017","6.640","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","El Salvador","SLV","2014","10.700","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Estonia","EST","2017","2.270","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Estonia","EST","2014","0.830","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ethiopia","ETH","2017","11.270","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ethiopia","ETH","2014","12.060","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Finland","FIN","2017","1.370","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Finland","FIN","2014","0.920","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","France","FRA","2017","2.810","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","France","FRA","2014","0.960","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Gabon","GAB","2017","10.330","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Gabon","GAB","2014","5.090","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Gambia, The","GMB","2017","9.740","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Georgia","GEO","2017","2.520","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Georgia","GEO","2014","1.990","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Germany","DEU","2017","1.470","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Germany","DEU","2014","2.240","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ghana","GHA","2017","12.470","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ghana","GHA","2014","9.260","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Greece","GRC","2017","1.070","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Greece","GRC","2014","0.280","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Guatemala","GTM","2017","7.050","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Guatemala","GTM","2014","7.050","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Guinea","GIN","2017","16.070","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Guinea","GIN","2014","14.340","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Haiti","HTI","2017","14.770","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Haiti","HTI","2014","6.850","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Honduras","HND","2017","7.270","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Honduras","HND","2014","6.030","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Hong Kong SAR, China","HKG","2017","0.780","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Hong Kong SAR, China","HKG","2014","0.000","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Hungary","HUN","2017","0.870","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Hungary","HUN","2014","0.610","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","India","IND","2017","5.700","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","India","IND","2014","5.790","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Indonesia","IDN","2017","11.480","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Indonesia","IDN","2014","11.500","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Iran, Islamic Rep.","IRN","2017","15.170","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Iran, Islamic Rep.","IRN","2014","6.160","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Iraq","IRQ","2017","6.680","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Iraq","IRQ","2014","3.350","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ireland","IRL","2017","2.540","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Ireland","IRL","2014","1.110","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Israel","ISR","2017","3.580","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Israel","ISR","2014","3.910","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Italy","ITA","2017","1.090","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Italy","ITA","2014","0.610","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Jamaica","JAM","2014","5.280","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Japan","JPN","2017","0.780","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Japan","JPN","2014","0.370","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Jordan","JOR","2017","3.030","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Jordan","JOR","2014","1.520","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kazakhstan","KAZ","2017","4.510","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kazakhstan","KAZ","2014","1.540","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kenya","KEN","2017","18.450","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kenya","KEN","2014","21.120","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Korea, Rep.","KOR","2017","3.360","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Korea, Rep.","KOR","2014","1.790","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kosovo","XKX","2017","4.170","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kosovo","XKX","2014","2.020","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kuwait","KWT","2017","3.110","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kuwait","KWT","2014","2.220","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kyrgyz Republic","KGZ","2017","4.100","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Kyrgyz Republic","KGZ","2014","5.250","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lao PDR","LAO","2017","6.410","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Latvia","LVA","2017","0.620","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Latvia","LVA","2014","0.580","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lebanon","LBN","2017","2.350","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lebanon","LBN","2014","4.100","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lesotho","LSO","2017","3.640","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Liberia","LBR","2017","20.660","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Libya","LBY","2017","4.900","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lithuania","LTU","2017","7.380","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Lithuania","LTU","2014","2.400","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Luxembourg","LUX","2017","4.060","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Luxembourg","LUX","2014","3.320","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Madagascar","MDG","2017","13.630","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Madagascar","MDG","2014","10.560","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Malawi","MWI","2017","14.960","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Malawi","MWI","2014","15.420","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Malaysia","MYS","2017","4.390","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Malaysia","MYS","2014","3.930","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Maldives","MDV","2017","1.380","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mali","MLI","2017","7.700","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mali","MLI","2014","6.080","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Malta","MLT","2017","0.050","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Malta","MLT","2014","1.230","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mauritania","MRT","2017","6.930","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mauritania","MRT","2014","7.760","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mauritius","MUS","2017","1.550","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mauritius","MUS","2014","0.570","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mexico","MEX","2017","4.730","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mexico","MEX","2014","7.370","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Moldova","MDA","2017","2.860","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Moldova","MDA","2014","5.010","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mongolia","MNG","2017","3.960","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Mongolia","MNG","2014","8.330","female"
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)","fin21.t.d.2017.1","Montenegro","MNE","2017","3.660","female"
