Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Denmark,DNK,2017,1.02,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Dominican Republic,DOM,2017,11.06,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Ecuador,ECU,2017,4.13,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,"Egypt, Arab Rep.",EGY,2017,1.58,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,El Salvador,SLV,2017,6.64,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Estonia,EST,2017,2.27,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Ethiopia,ETH,2017,11.27,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Finland,FIN,2017,1.37,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,France,FRA,2017,2.81,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Gabon,GAB,2017,10.33,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,"Gambia, The",GMB,2017,9.74,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Georgia,GEO,2017,2.52,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Germany,DEU,2017,1.47,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Ghana,GHA,2017,12.47,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Greece,GRC,2017,1.07,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Guatemala,GTM,2017,7.05,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Guinea,GIN,2017,16.07,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Haiti,HTI,2017,14.77,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Honduras,HND,2017,7.27,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,"Hong Kong SAR, China",HKG,2017,0.78,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Hungary,HUN,2017,0.87,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,India,IND,2017,5.7,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Indonesia,IDN,2017,11.48,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,"Iran, Islamic Rep.",IRN,2017,15.17,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Iraq,IRQ,2017,6.68,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Ireland,IRL,2017,2.54,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Israel,ISR,2017,3.58,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Italy,ITA,2017,1.09,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Japan,JPN,2017,0.78,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Jordan,JOR,2017,3.03,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Kazakhstan,KAZ,2017,4.51,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Kenya,KEN,2017,18.45,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,"Korea, Rep.",KOR,2017,3.36,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Kosovo,XKX,2017,4.17,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Kuwait,KWT,2017,3.11,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Kyrgyz Republic,KGZ,2017,4.1,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Lao PDR,LAO,2017,6.41,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Latvia,LVA,2017,0.62,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Lebanon,LBN,2017,2.35,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Lesotho,LSO,2017,3.64,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Liberia,LBR,2017,20.66,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Libya,LBY,2017,4.9,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Lithuania,LTU,2017,7.38,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Luxembourg,LUX,2017,4.06,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Madagascar,MDG,2017,13.63,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Malawi,MWI,2017,14.96,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Malaysia,MYS,2017,4.39,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Maldives,MDV,2017,1.38,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Mali,MLI,2017,7.7,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Malta,MLT,2017,0.05,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Mauritania,MRT,2017,6.93,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Mauritius,MUS,2017,1.55,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Mexico,MEX,2017,4.73,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Moldova,MDA,2017,2.86,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Mongolia,MNG,2017,3.96,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Montenegro,MNE,2017,3.66,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Morocco,MAR,2017,0.68,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Mozambique,MOZ,2017,7.12,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Myanmar,MMR,2017,16.45,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Namibia,NAM,2017,6.62,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Nepal,NPL,2017,15.96,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Netherlands,NLD,2017,1.06,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,New Zealand,NZL,2017,3.73,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Nicaragua,NIC,2017,11.59,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Niger,NER,2017,12.68,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Nigeria,NGA,2017,12.43,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,North Macedonia,MKD,2017,0.8,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Norway,NOR,2017,1.65,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Pakistan,PAK,2017,2.15,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Panama,PAN,2017,3.52,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Paraguay,PRY,2017,7.02,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Peru,PER,2017,6.3,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Philippines,PHL,2017,13.4,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Poland,POL,2017,2.1,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Portugal,PRT,2017,1.32,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Romania,ROU,2017,1.38,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Russian Federation,RUS,2017,0.98,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Rwanda,RWA,2017,10.61,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Saudi Arabia,SAU,2017,4.13,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Senegal,SEN,2017,6.2,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Serbia,SRB,2017,3.82,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Sierra Leone,SLE,2017,11.62,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Singapore,SGP,2017,0.97,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Slovak Republic,SVK,2017,2.18,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Slovenia,SVN,2017,3.28,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,South Africa,ZAF,2017,4.22,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,South Sudan,SSD,2017,9.07,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Spain,ESP,2017,2.95,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Sri Lanka,LKA,2017,6.49,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Sweden,SWE,2017,0.68,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Switzerland,CHE,2017,3.99,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Tajikistan,TJK,2017,10.74,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Tanzania,TZA,2017,10.24,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Thailand,THA,2017,7.38,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Togo,TGO,2017,9.44,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Trinidad and Tobago,TTO,2017,4.65,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Tunisia,TUN,2017,3.06,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Turkiye,TUR,2017,8.84,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Turkmenistan,TKM,2017,6.77,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Uganda,UGA,2017,20.73,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Ukraine,UKR,2017,0.9,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,United Arab Emirates,ARE,2017,3.1,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,United Kingdom,GBR,2017,1.63,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,United States,USA,2017,2.82,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Uruguay,URY,2017,2.16,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Uzbekistan,UZB,2017,0.86,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,"Venezuela, RB",VEN,2017,4.84,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Viet Nam,VNM,2017,13.35,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,West Bank and Gaza,PSE,2017,0.8,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Zambia,ZMB,2017,13.05,female
"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,Zimbabwe,ZWE,2017,6.35,female
